PID,group,id_in_group,role,payoff,participant_label,initialized_round,time_start_round,assigned_seed,seed,round_time_left,round_timed_out,waited_n_refresh,topic_number,interacted_topics,positioning_user,time_positioning,partition_user,I_understand,time_taskexplaination,tmp_ranking,click_rank,click_id,positioning_true,time_rankig,highlight,read_more_highlight,time_highlight,positioning_text,read_more_positioning,time_positioning_text,group.id_in_subsession,turn,leaning,leaning_strength,center_strength,age,gender,gender_open,comment
P41,1,41,,0.0,218037.0,1.0,1755618414.98,1.0,113.0,871.0,0.0,0.0,3.0,13.0,1.0,3.98,1.0,1.0,2.7,2456089371.0,4.0,30.0,-2.0,21.12,3.0,0.0,3.17,1.0,0.0,10.81,1,2,,,,,,,
P42,1,42,,0.0,828554.0,1.0,1755618771.89,1.0,213.0,624.0,0.0,0.0,3.0,13.0,-1.0,65.65,-1.0,1.0,30.7,523478169.0,0.0,30.0,-2.0,62.67,3.0,1.0,119.92,2.0,0.0,21.93,1,2,,,,,,,
P43,1,43,,0.0,644499.0,1.0,1755618638.81,1.0,224.0,661.0,1.0,0.0,4.0,24.0,-2.0,75.02,-1.0,1.0,96.27,1203546798.0,1.0,42.0,-1.0,68.32,0.0,0.0,,,,,1,2,,,,,,,
P44,1,44,,0.0,414673.0,1.0,1755618506.22,1.0,111.0,810.0,0.0,0.0,1.0,31.0,2.0,8.26,1.0,1.0,6.8,4365817209.0,6.0,17.0,1.0,9.26,3.0,1.0,67.47,1.0,0.0,5.16,1,2,,,,,,,
P45,1,45,,0.0,303537.0,1.0,1755618808.16,1.0,233.0,738.0,0.0,0.0,3.0,23.0,0.0,17.81,0.0,1.0,12.32,4609875213.0,0.0,34.0,0.0,12.88,3.0,1.0,121.77,0.0,1.0,321.54,1,2,,,,,,,
P46,1,46,,0.0,336966.0,1.0,1755618939.3,1.0,231.0,800.0,0.0,0.0,1.0,31.0,-1.0,8.6,-1.0,1.0,11.62,4235017869.0,4.0,10.0,-2.0,19.71,3.0,1.0,62.54,-2.0,0.0,3.28,1,2,,,,,,,
P47,1,47,,0.0,532363.0,1.0,1755619431.62,1.0,133.0,839.0,0.0,0.0,3.0,23.0,-2.0,11.11,-1.0,1.0,17.65,4035927681.0,4.0,39.0,2.0,4.73,3.0,1.0,29.26,1.0,1.0,247.57,1,2,,,,,,,
P48,1,48,,0.0,583420.0,1.0,1755618881.62,1.0,113.0,843.0,0.0,0.0,3.0,13.0,1.0,5.93,1.0,1.0,3.68,2456089371.0,2.0,35.0,0.0,27.94,3.0,1.0,22.69,0.0,0.0,5.02,1,2,,,,,,,
P49,1,49,,0.0,193084.0,1.0,1755618974.52,1.0,133.0,811.0,0.0,0.0,3.0,23.0,-2.0,8.69,-1.0,1.0,4.06,4035927681.0,9.0,31.0,-2.0,54.12,2.0,1.0,23.08,-2.0,0.0,4.62,1,2,,,,,,,
P50,1,50,,0.0,754163.0,1.0,1755619064.85,1.0,123.0,758.0,0.0,0.0,3.0,13.0,-2.0,29.58,-1.0,1.0,14.02,435796218.0,1.0,34.0,0.0,32.61,3.0,1.0,67.39,-1.0,0.0,5.36,1,2,,,,,,,
P51,1,51,,0.0,513903.0,1.0,1755619268.66,1.0,131.0,811.0,0.0,0.0,1.0,31.0,-2.0,11.22,-1.0,1.0,5.15,4153728906.0,0.0,14.0,0.0,2.32,3.0,1.0,71.16,0.0,1.0,6.79,1,2,,,,,,,
P52,1,52,,0.0,963297.0,1.0,1755619575.48,1.0,124.0,732.0,0.0,0.0,4.0,24.0,-2.0,14.35,-1.0,1.0,4.27,2143685709.0,3.0,43.0,-1.0,7.79,3.0,1.0,143.56,-1.0,0.0,271.34,1,2,,,,,,,
P53,1,53,,0.0,281479.0,1.0,1755619512.55,1.0,213.0,776.0,0.0,0.0,3.0,13.0,1.0,31.48,1.0,1.0,12.83,9648370521.0,1.0,36.0,1.0,63.84,2.0,0.0,18.32,1.0,0.0,10.18,1,2,,,,,,,
P54,1,54,,0.0,881172.0,1.0,1755619238.1,1.0,132.0,864.0,0.0,0.0,2.0,12.0,-2.0,9.76,-1.0,1.0,9.04,4527109836.0,4.0,21.0,-2.0,12.72,2.0,0.0,6.34,-2.0,0.0,5.37,1,2,,,,,,,
P55,1,55,,0.0,493552.0,1.0,1755619449.43,1.0,234.0,866.0,0.0,0.0,4.0,34.0,2.0,11.7,1.0,1.0,3.35,8764152093.0,0.0,48.0,2.0,15.11,2.0,0.0,5.26,2.0,0.0,5.53,1,2,,,,,,,
P56,1,56,,0.0,128660.0,1.0,1755619585.25,1.0,134.0,738.0,0.0,0.0,4.0,14.0,2.0,13.94,1.0,1.0,13.6,1452708369.0,9.0,49.0,2.0,65.97,2.0,1.0,71.58,2.0,0.0,4.95,1,2,,,,,,,
P57,1,57,,0.0,737338.0,1.0,1755619386.48,1.0,223.0,896.0,0.0,0.0,3.0,13.0,1.0,1.58,1.0,1.0,1.15,9368140752.0,2.0,36.0,1.0,0.74,0.0,0.0,2.72,-1.0,0.0,1.97,1,2,,,,,,,
P58,1,58,,0.0,625521.0,1.0,1755619638.46,1.0,113.0,795.0,0.0,0.0,3.0,13.0,2.0,10.09,1.0,1.0,8.46,2456089371.0,3.0,36.0,1.0,21.81,1.0,1.0,66.37,1.0,0.0,5.47,1,2,,,,,,,
P59,1,59,,0.0,164673.0,1.0,1755619911.18,1.0,211.0,671.0,0.0,0.0,1.0,21.0,2.0,30.6,1.0,1.0,8.54,3798164250.0,0.0,13.0,-1.0,11.57,0.0,1.0,180.45,-2.0,0.0,8.22,1,2,,,,,,,
P60,1,60,,0.0,263696.0,1.0,1755620085.74,1.0,112.0,636.0,0.0,0.0,2.0,42.0,-1.0,110.26,-1.0,1.0,30.25,4257639801.0,0.0,24.0,0.0,8.43,2.0,1.0,116.43,0.0,0.0,15.91,1,2,,,,,,,
P61,1,61,,0.0,722469.0,1.0,1755619793.04,1.0,214.0,770.0,0.0,0.0,4.0,24.0,2.0,13.56,1.0,1.0,9.1,8732495601.0,7.0,46.0,1.0,41.91,3.0,1.0,67.81,1.0,0.0,8.02,1,2,,,,,,,
P62,1,62,,0.0,474534.0,1.0,1755619717.28,1.0,231.0,814.0,0.0,0.0,1.0,21.0,-2.0,12.0,-1.0,1.0,2.99,4235017869.0,1.0,12.0,-1.0,25.0,3.0,1.0,47.11,0.0,0.0,12.29,1,2,,,,,,,
P63,1,63,,0.0,779953.0,1.0,1755619703.66,1.0,233.0,868.0,0.0,0.0,3.0,13.0,0.0,3.54,0.0,1.0,14.34,4609875213.0,6.0,35.0,0.0,5.93,2.0,1.0,10.04,0.0,1.0,6.98,1,2,,,,,,,
P64,1,64,,0.0,448258.0,1.0,1755619809.59,1.0,234.0,848.0,0.0,0.0,4.0,14.0,-2.0,14.38,-1.0,1.0,3.06,1235407698.0,1.0,42.0,-1.0,23.6,0.0,0.0,12.58,-2.0,0.0,20.92,1,2,,,,,,,
P65,1,65,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,
P66,1,66,,0.0,648193.0,1.0,1755620516.04,1.0,113.0,584.0,0.0,0.0,3.0,23.0,-2.0,17.06,-1.0,1.0,56.82,2465089371.0,1.0,34.0,0.0,36.73,3.0,1.0,207.58,-1.0,1.0,47.37,1,2,,,,,,,
P67,1,67,,0.0,482175.0,1.0,1755620093.95,1.0,114.0,807.0,0.0,0.0,4.0,14.0,-2.0,12.29,-1.0,1.0,3.22,1254780936.0,8.0,43.0,-1.0,19.23,2.0,1.0,59.44,-2.0,0.0,3.46,1,2,,,,,,,
P68,1,68,,0.0,857712.0,1.0,1755620290.31,1.0,232.0,625.0,0.0,0.0,2.0,12.0,1.0,46.92,1.0,1.0,12.5,7590864213.0,1.0,25.0,0.0,26.31,1.0,1.0,191.86,1.0,0.0,7.82,1,2,,,,,,,
P69,1,69,,0.0,960644.0,1.0,1755620075.88,1.0,232.0,868.0,0.0,0.0,2.0,42.0,1.0,5.27,1.0,1.0,1.87,7590864213.0,6.0,24.0,0.0,16.53,3.0,0.0,10.83,0.0,0.0,60.52,1,2,,,,,,,
P70,1,70,,0.0,494031.0,1.0,1755620185.39,1.0,122.0,752.0,0.0,0.0,2.0,42.0,1.0,107.2,1.0,1.0,5.38,5241980736.0,5.0,28.0,2.0,19.94,0.0,1.0,17.41,1.0,0.0,5.9,1,2,,,,,,,
P71,1,71,,0.0,686198.0,1.0,1755620237.38,1.0,134.0,789.0,0.0,0.0,4.0,224.0,-1.0,9.86,-1.0,1.0,5.18,1452708369.0,5.0,40.0,-2.0,28.57,3.0,1.0,69.75,-1.0,0.0,12.21,1,2,,,,,,,
P72,1,72,,0.0,811880.0,1.0,1755620553.59,1.0,212.0,654.0,0.0,0.0,2.0,42.0,-2.0,10.16,-1.0,1.0,16.97,3250476189.0,7.0,21.0,-2.0,66.19,2.0,1.0,154.83,-2.0,0.0,8.74,1,2,,,,,,,
P73,1,73,,0.0,885551.0,1.0,1755620719.23,1.0,221.0,595.0,0.0,0.0,1.0,41.0,-1.0,119.73,-1.0,1.0,21.46,6534021789.0,4.0,10.0,-2.0,39.81,0.0,1.0,126.57,-1.0,0.0,27.52,1,2,,,,,,,
P74,1,74,,0.0,172201.0,1.0,1755620574.85,1.0,132.0,620.0,0.0,0.0,2.0,12.0,-2.0,17.48,-1.0,1.0,13.03,4527108936.0,5.0,20.0,-2.0,44.95,3.0,1.0,206.36,-1.0,1.0,26.99,1,2,,,,,,,
P75,1,75,,0.0,787830.0,1.0,1755620367.15,1.0,122.0,772.0,0.0,0.0,2.0,12.0,-2.0,10.14,-1.0,1.0,8.87,5241980736.0,1.0,22.0,-1.0,21.9,3.0,1.0,89.04,-1.0,0.0,8.55,1,2,,,,,,,
P76,1,76,,0.0,678560.0,1.0,1755620455.26,1.0,214.0,763.0,0.0,0.0,4.0,14.0,-2.0,16.09,-1.0,1.0,7.26,1502348967.0,0.0,41.0,-2.0,23.5,3.0,0.0,91.75,-2.0,0.0,6.72,1,2,,,,,,,
P77,1,77,,0.0,719260.0,1.0,1755620555.16,1.0,111.0,732.0,0.0,0.0,1.0,21.0,1.0,23.29,1.0,1.0,8.86,4365871290.0,6.0,11.0,-2.0,52.86,2.0,1.0,85.34,0.0,1.0,44.47,1,2,,,,,,,
P78,1,78,,0.0,968523.0,1.0,1755620754.21,1.0,224.0,824.0,0.0,0.0,4.0,24.0,-1.0,10.64,-1.0,1.0,8.44,1203546798.0,0.0,41.0,-2.0,26.97,3.0,0.0,32.77,-1.0,0.0,15.95,1,2,,,,,,,
P79,1,79,,0.0,944112.0,1.0,1755620902.89,1.0,122.0,673.0,0.0,0.0,2.0,32.0,1.0,30.51,1.0,1.0,43.74,5241980736.0,5.0,28.0,2.0,53.94,3.0,0.0,101.07,1.0,0.0,24.43,1,2,,,,,,,
P80,1,80,,0.0,656442.0,1.0,1755620807.73,1.0,212.0,802.0,0.0,0.0,2.0,42.0,-2.0,9.55,-1.0,1.0,6.9,3250476189.0,4.0,24.0,0.0,31.07,3.0,1.0,52.44,0.0,1.0,27.21,1,2,,,,,,,
P81,1,81,,0.0,690757.0,1.0,1755620929.37,1.0,233.0,780.0,0.0,0.0,3.0,23.0,-2.0,12.06,-1.0,1.0,8.75,541283679.0,0.0,30.0,-2.0,23.25,3.0,1.0,77.49,-1.0,0.0,6.97,1,2,,,,,,,
P82,1,82,,0.0,447245.0,1.0,1755620907.76,1.0,112.0,876.0,0.0,0.0,2.0,12.0,-2.0,13.72,-1.0,1.0,3.25,4257639801.0,1.0,22.0,-1.0,3.99,0.0,0.0,5.69,-2.0,0.0,11.74,1,2,,,,,,,
P83,1,83,,0.0,112508.0,1.0,1755620990.14,1.0,124.0,889.0,0.0,0.0,4.0,24.0,-2.0,4.62,-1.0,1.0,1.45,2143685709.0,6.0,45.0,0.0,1.27,1.0,0.0,5.32,-1.0,0.0,12.57,1,2,,,,,,,
P84,1,84,,0.0,495931.0,1.0,1755621306.95,1.0,221.0,701.0,0.0,0.0,1.0,21.0,0.0,69.82,0.0,1.0,42.01,7543218069.0,0.0,17.0,1.0,58.99,3.0,0.0,30.86,-1.0,1.0,117.55,1,2,,,,,,,
P85,1,85,,0.0,708114.0,1.0,1755621340.09,1.0,121.0,773.0,0.0,0.0,1.0,444411.0,-2.0,14.56,-1.0,1.0,9.61,5430671298.0,7.0,12.0,-1.0,32.1,3.0,1.0,72.02,0.0,0.0,5.37,1,2,,,,,,,
P86,1,86,,0.0,615442.0,1.0,1755621384.3,1.0,231.0,670.0,0.0,0.0,1.0,31.0,-2.0,8.44,-1.0,1.0,1.99,4235017869.0,0.0,14.0,0.0,57.53,3.0,1.0,164.85,-1.0,0.0,6.9,1,2,,,,,,,
P87,1,87,,0.0,260107.0,1.0,1755621421.11,1.0,214.0,653.0,0.0,0.0,4.0,24.0,-2.0,26.44,-1.0,1.0,15.22,1502348967.0,0.0,41.0,-2.0,76.8,0.0,1.0,130.93,-2.0,0.0,7.25,1,2,,,,,,,
P88,1,88,,0.0,141235.0,1.0,1755621326.1,1.0,214.0,852.0,0.0,0.0,4.0,14.0,-2.0,11.3,-1.0,1.0,4.12,1502348967.0,3.0,42.0,-1.0,19.18,2.0,1.0,14.88,-2.0,1.0,14.19,1,2,,,,,,,
P89,1,89,,0.0,962046.0,1.0,1755621816.6,1.0,111.0,548.0,0.0,0.0,1.0,31.0,-1.0,45.21,-1.0,1.0,13.2,4365817290.0,3.0,15.0,0.0,50.18,3.0,1.0,244.27,-1.0,0.0,10.07,1,2,,,,,,,
P90,1,90,,0.0,334393.0,1.0,1755621499.81,1.0,224.0,760.0,0.0,0.0,4.0,24.0,-2.0,18.08,-1.0,1.0,12.58,1203546798.0,1.0,42.0,-1.0,46.67,0.0,1.0,64.57,-2.0,0.0,10.08,1,2,,,,,,,
P91,1,91,,0.0,284197.0,1.0,1755621480.72,1.0,232.0,807.0,0.0,0.0,2.0,42.0,-2.0,6.7,-1.0,1.0,20.68,2054139678.0,5.0,23.0,-1.0,20.28,3.0,1.0,47.96,-1.0,0.0,4.21,1,2,,,,,,,
P92,1,92,,0.0,492365.0,1.0,1755621823.13,1.0,222.0,666.0,0.0,0.0,2.0,42.0,-2.0,25.74,-1.0,1.0,11.25,2134058967.0,4.0,20.0,-2.0,30.47,0.0,1.0,168.5,-1.0,0.0,11.3,1,2,,,,,,,
P93,1,93,,0.0,343667.0,1.0,1755622139.99,1.0,124.0,471.0,0.0,0.0,4.0,34.0,-2.0,8.67,-1.0,1.0,21.06,2143685709.0,7.0,47.0,1.0,81.65,1.0,1.0,319.17,1.0,0.0,11.5,1,2,,,,,,,
P94,1,94,,0.0,133224.0,1.0,1755621725.53,1.0,112.0,183.0,0.0,0.0,2.0,12.0,1.0,12.36,1.0,1.0,3.76,4257639801.0,6.0,29.0,2.0,610.73,1.0,1.0,92.49,1.0,0.0,6.88,1,2,,,,,,,
P95,1,95,,0.0,228730.0,1.0,1755621660.81,1.0,121.0,864.0,0.0,0.0,1.0,21.0,1.0,7.92,1.0,1.0,2.36,5430671298.0,6.0,11.0,-2.0,7.04,3.0,1.0,20.52,0.0,1.0,19.98,1,2,,,,,,,
P96,1,96,,0.0,681081.0,1.0,1755621797.8,1.0,234.0,787.0,0.0,0.0,4.0,24.0,-2.0,10.36,-1.0,1.0,6.82,1235407698.0,1.0,42.0,-1.0,40.23,2.0,1.0,57.42,-1.0,0.0,7.14,1,2,,,,,,,
P97,1,97,,0.0,534977.0,1.0,1755621803.95,1.0,122.0,753.0,0.0,0.0,2.0,42.0,-1.0,16.38,-1.0,1.0,4.65,5241890736.0,1.0,22.0,-1.0,17.74,0.0,1.0,110.94,-1.0,0.0,2.66,1,2,,,,,,,
P98,1,98,,0.0,195825.0,1.0,1755622474.42,1.0,222.0,657.0,0.0,0.0,2.0,12.0,-2.0,25.06,-1.0,1.0,13.28,2134058967.0,2.0,23.0,-1.0,51.25,2.0,1.0,154.9,0.0,0.0,11.92,1,2,,,,,,,
P99,1,99,,0.0,331384.0,1.0,1755622056.01,1.0,122.0,761.0,0.0,0.0,2.0,42.0,2.0,11.54,1.0,1.0,29.68,5241890736.0,5.0,29.0,2.0,34.72,2.0,0.0,65.49,2.0,0.0,3.92,1,2,,,,,,,
P100,1,100,,0.0,105548.0,1.0,1755622237.07,1.0,123.0,635.0,0.0,0.0,3.0,13.0,-2.0,64.66,-1.0,1.0,19.6,435796218.0,8.0,31.0,-2.0,88.53,1.0,1.0,94.42,1.0,1.0,214.35,1,2,,,,,,,
P101,1,101,,0.0,317353.0,1.0,1755622082.17,1.0,134.0,783.0,0.0,0.0,4.0,14.0,-2.0,17.25,-1.0,1.0,4.48,1425078369.0,7.0,43.0,-1.0,28.61,0.0,0.0,68.78,2.0,0.0,7.43,1,2,,,,,,,
P102,1,102,,0.0,865378.0,1.0,1755622096.59,1.0,212.0,850.0,0.0,0.0,2.0,42.0,0.0,7.96,0.0,1.0,7.75,4751623980.0,9.0,20.0,-2.0,20.0,3.0,1.0,16.91,-2.0,0.0,5.5,1,2,,,,,,,
P103,1,103,,0.0,540953.0,1.0,1755622145.22,1.0,234.0,740.0,0.0,0.0,4.0,34.0,-1.0,95.17,-1.0,1.0,5.15,1235407698.0,3.0,45.0,0.0,31.63,3.0,0.0,29.44,-1.0,0.0,5.27,1,2,,,,,,,
P104,1,104,,0.0,876393.0,1.0,1755622182.01,1.0,223.0,871.0,0.0,0.0,3.0,23.0,0.0,6.93,0.0,1.0,4.77,4035928617.0,0.0,34.0,0.0,2.68,2.0,1.0,17.02,2.0,0.0,4.13,1,2,,,,,,,
P105,1,105,,0.0,800988.0,1.0,1755622220.41,1.0,122.0,834.0,0.0,0.0,2.0,42.0,-2.0,4.08,-1.0,1.0,1.88,5241980736.0,4.0,29.0,2.0,19.71,3.0,1.0,42.17,1.0,0.0,3.65,1,2,,,,,,,
P106,1,106,,0.0,576170.0,1.0,1755622423.7,1.0,132.0,776.0,0.0,0.0,2.0,32.0,-2.0,17.22,-1.0,1.0,25.24,4527108936.0,0.0,24.0,0.0,4.83,3.0,1.0,78.99,1.0,0.0,21.45,1,2,,,,,,,
P107,1,107,,0.0,682875.0,1.0,1755622489.38,1.0,121.0,511.0,0.0,0.0,1.0,31.0,2.0,5.7,1.0,1.0,329.78,5430617298.0,1.0,14.0,0.0,40.15,3.0,1.0,15.18,-1.0,0.0,1.86,1,2,,,,,,,
P108,1,108,,0.0,495591.0,1.0,1755622351.87,1.0,232.0,807.0,0.0,0.0,2.0,42.0,-2.0,11.95,-1.0,1.0,2.86,2054139678.0,0.0,22.0,-1.0,2.96,3.0,0.0,78.23,1.0,0.0,2.72,1,2,,,,,,,
P109,1,109,,0.0,597170.0,1.0,1755622452.55,1.0,231.0,866.0,0.0,0.0,1.0,41.0,2.0,7.52,1.0,1.0,2.92,8473295061.0,8.0,16.0,1.0,16.93,3.0,0.0,9.57,2.0,0.0,5.11,1,2,,,,,,,
P110,1,110,,0.0,179056.0,1.0,1755622706.56,1.0,133.0,598.0,0.0,0.0,3.0,23.0,1.0,33.77,1.0,1.0,28.35,4035962781.0,0.0,34.0,0.0,27.56,3.0,1.0,214.14,0.0,1.0,8.36,1,2,,,,,,,
P111,1,111,,0.0,517808.0,1.0,1755622620.68,1.0,211.0,807.0,0.0,0.0,1.0,41.0,-2.0,10.84,-1.0,1.0,11.11,6302415789.0,0.0,16.0,1.0,20.16,3.0,1.0,52.38,1.0,0.0,6.3,1,2,,,,,,,
P112,1,112,,0.0,186713.0,1.0,1755622699.11,1.0,112.0,843.0,0.0,0.0,2.0,32.0,-2.0,7.26,-1.0,1.0,2.04,4257693801.0,0.0,24.0,0.0,22.12,1.0,1.0,26.72,0.0,0.0,14.78,1,2,,,,,,,
P113,1,113,,0.0,788892.0,1.0,1755622862.17,1.0,213.0,707.0,0.0,0.0,3.0,43.0,2.0,22.01,1.0,1.0,9.79,6948370521.0,3.0,38.0,2.0,42.16,0.0,1.0,120.78,2.0,0.0,8.19,1,2,,,,,,,
P114,1,114,,0.0,211043.0,1.0,1755622924.61,1.0,121.0,711.0,0.0,0.0,1.0,41.0,-2.0,6.98,-1.0,1.0,1.88,5430617298.0,0.0,15.0,0.0,63.51,3.0,1.0,119.1,0.0,1.0,5.44,1,2,,,,,,,
P115,1,115,,0.0,635964.0,1.0,1755622806.03,1.0,233.0,857.0,0.0,0.0,3.0,13.0,-2.0,9.07,-1.0,1.0,4.46,541283967.0,0.0,30.0,-2.0,15.55,3.0,0.0,15.55,-1.0,0.0,2.76,1,2,,,,,,,
P116,1,116,,0.0,235209.0,1.0,1755622998.04,1.0,131.0,783.0,0.0,0.0,1.0,21.0,1.0,23.58,1.0,1.0,3.02,4153728096.0,0.0,14.0,0.0,8.75,3.0,1.0,83.37,0.0,0.0,6.73,1,2,,,,,,,
P117,1,117,,0.0,736588.0,1.0,1755622964.67,1.0,222.0,814.0,0.0,0.0,2.0,12.0,-2.0,6.56,-1.0,1.0,6.45,2134058967.0,2.0,23.0,-1.0,37.68,0.0,0.0,37.87,1.0,0.0,5.02,1,2,,,,,,,
P118,1,118,,0.0,392595.0,1.0,1755623054.72,1.0,133.0,720.0,0.0,0.0,3.0,43.0,2.0,27.63,1.0,1.0,65.15,4035962781.0,4.0,39.0,2.0,72.78,0.0,0.0,16.18,-2.0,0.0,31.42,1,2,,,,,,,
P119,1,119,,0.0,111509.0,1.0,1755623169.31,1.0,234.0,773.0,0.0,0.0,4.0,24.0,-1.0,12.07,-1.0,1.0,5.05,1235407698.0,2.0,43.0,-1.0,12.8,3.0,1.0,98.86,-2.0,0.0,11.91,1,2,,,,,,,
P120,1,120,,0.0,750219.0,1.0,1755623042.5,1.0,132.0,886.0,0.0,0.0,2.0,32.0,-1.0,6.86,-1.0,1.0,1.9,4527108936.0,1.0,25.0,0.0,4.0,3.0,1.0,3.6,0.0,1.0,12.2,1,2,,,,,,,
P121,1,121,,0.0,984837.0,1.0,1755623238.8,1.0,211.0,831.0,0.0,0.0,1.0,31.0,-2.0,13.56,-1.0,1.0,5.3,6302415789.0,3.0,12.0,-1.0,27.07,1.0,1.0,24.59,-2.0,1.0,18.03,1,2,,,,,,,
P122,1,122,,0.0,135331.0,1.0,1755623455.5,1.0,223.0,495.0,0.0,0.0,3.0,23.0,0.0,331.06,0.0,1.0,7.72,4035928617.0,4.0,39.0,2.0,56.5,3.0,0.0,11.49,0.0,1.0,26.18,1,2,,,,,,,
P123,1,123,,0.0,593969.0,1.0,1755623465.18,1.0,133.0,690.0,0.0,0.0,3.0,13.0,-2.0,22.53,-1.0,1.0,12.66,4039562781.0,4.0,35.0,0.0,44.75,0.0,0.0,132.53,0.0,0.0,6.48,1,2,,,,,,,
P124,1,124,,0.0,113739.0,1.0,1755623481.48,1.0,222.0,799.0,0.0,0.0,2.0,42.0,-2.0,8.32,-1.0,1.0,2.51,2134058967.0,0.0,22.0,-1.0,12.45,3.0,1.0,79.94,-2.0,0.0,3.0,1,2,,,,,,,
P125,1,125,,0.0,627641.0,1.0,1755623460.1,1.0,122.0,845.0,0.0,0.0,2.0,32.0,-1.0,42.4,-1.0,1.0,2.49,5241980736.0,1.0,22.0,-1.0,6.73,2.0,0.0,5.92,-1.0,0.0,6.0,1,2,,,,,,,
P126,1,126,,0.0,118757.0,1.0,1755623544.02,1.0,234.0,743.0,0.0,0.0,4.0,34.0,-2.0,9.84,-1.0,1.0,9.16,1235407698.0,4.0,44.0,0.0,26.43,3.0,1.0,113.53,-1.0,1.0,22.81,1,2,,,,,,,
P127,1,127,,0.0,670739.0,1.0,1755623816.85,1.0,124.0,803.0,0.0,0.0,4.0,24.0,-1.0,18.37,-1.0,1.0,10.99,2143658709.0,2.0,44.0,0.0,18.85,0.0,1.0,51.83,-1.0,1.0,9.26,1,2,,,,,,,
P128,1,128,,0.0,391448.0,1.0,1755623849.48,1.0,224.0,853.0,0.0,0.0,4.0,14.0,-1.0,8.91,-1.0,1.0,7.69,1203546798.0,1.0,42.0,-1.0,9.09,0.0,1.0,23.76,-1.0,0.0,9.34,1,2,,,,,,,
P129,1,129,,0.0,554116.0,1.0,1755623761.69,1.0,113.0,780.0,0.0,0.0,3.0,43.0,-2.0,23.94,-1.0,1.0,57.17,2456089371.0,0.0,32.0,-1.0,36.04,0.0,0.0,4.14,-2.0,0.0,4.48,1,2,,,,,,,
P130,1,130,,0.0,623180.0,1.0,1755623990.04,1.0,223.0,666.0,0.0,0.0,3.0,13.0,0.0,15.12,0.0,1.0,13.56,4035928617.0,0.0,34.0,0.0,21.4,0.0,1.0,185.84,-1.0,0.0,6.64,1,2,,,,,,,
P131,1,131,,0.0,397220.0,1.0,1755623838.51,1.0,232.0,805.0,0.0,0.0,2.0,32.0,1.0,45.51,1.0,1.0,4.12,7589604321.0,1.0,25.0,0.0,27.72,3.0,0.0,19.08,0.0,0.0,6.95,1,2,,,,,,,
P132,1,132,,0.0,126267.0,1.0,1755624030.42,1.0,111.0,722.0,0.0,0.0,1.0,41.0,-2.0,22.3,-1.0,1.0,9.48,4365781290.0,9.0,10.0,-2.0,45.79,0.0,1.0,102.17,-2.0,0.0,6.33,1,2,,,,,,,
P133,1,133,,0.0,358449.0,1.0,1755624288.41,1.0,131.0,819.0,0.0,0.0,1.0,21.0,1.0,39.31,1.0,1.0,11.4,4153728960.0,6.0,18.0,2.0,16.09,2.0,0.0,15.65,1.0,0.0,7.69,1,2,,,,,,,
P134,1,134,,0.0,595551.0,1.0,1755624193.9,1.0,122.0,545.0,0.0,0.0,2.0,32.0,1.0,50.37,1.0,1.0,20.29,5241980736.0,1.0,22.0,-1.0,62.73,3.0,1.0,223.55,-2.0,0.0,6.4,1,2,,,,,,,
P135,1,135,,0.0,951291.0,1.0,1755624453.8,1.0,123.0,756.0,0.0,0.0,3.0,43.0,2.0,26.27,1.0,1.0,39.72,435796218.0,6.0,36.0,1.0,28.94,0.0,1.0,51.24,1.0,0.0,4.33,1,2,,,,,,,
P136,1,136,,0.0,660539.0,1.0,1755624371.85,1.0,213.0,745.0,0.0,0.0,3.0,43.0,-1.0,21.26,-1.0,1.0,7.09,523478169.0,0.0,30.0,-2.0,8.51,0.0,1.0,119.57,-1.0,0.0,7.8,1,2,,,,,,,
P137,1,137,,0.0,908692.0,1.0,1755624242.32,1.0,123.0,813.0,0.0,0.0,3.0,43.0,2.0,22.03,1.0,1.0,12.5,435796218.0,9.0,38.0,2.0,13.93,0.0,0.0,40.32,0.0,0.0,7.14,1,2,,,,,,,
P138,1,138,,0.0,758538.0,1.0,1755624288.48,1.0,221.0,839.0,0.0,0.0,1.0,21.0,2.0,9.59,1.0,1.0,5.85,4896713052.0,6.0,13.0,-1.0,25.66,3.0,0.0,22.61,0.0,1.0,43.08,1,2,,,,,,,
P139,1,139,,0.0,475046.0,1.0,1755625100.9,1.0,234.0,,1.0,0.0,4.0,24.0,0.0,,,,,,,,,,,,,,,,1,2,,,,,,,
P140,1,140,,0.0,787129.0,1.0,1755624488.43,1.0,113.0,772.0,0.0,0.0,3.0,13.0,-2.0,8.95,-1.0,1.0,8.5,2456089371.0,1.0,34.0,0.0,22.8,3.0,1.0,90.28,0.0,0.0,3.03,1,2,,,,,,,
P141,1,141,,0.0,835150.0,1.0,1755624295.92,1.0,112.0,875.0,0.0,0.0,2.0,12.0,-1.0,13.66,-1.0,1.0,5.6,4257693801.0,2.0,25.0,0.0,2.7,1.0,0.0,5.69,0.0,0.0,7.04,1,2,,,,,,,
P142,1,142,,0.0,475810.0,1.0,1755624378.33,1.0,124.0,812.0,0.0,0.0,4.0,34.0,-1.0,10.53,-1.0,1.0,28.38,2143658709.0,0.0,42.0,-1.0,7.8,2.0,0.0,43.2,-1.0,0.0,5.05,1,2,,,,,,,
